frame_num,nose,left_eye,right_eye,right_shoulder,left_shoulder,left_elbow,right_elbow,right_wrist,left_wrist,left_hip,right_hip,left_knee,right_knee
1594.0,"(0.366971492767334, 0.6099902391433716, 0.12418661266565323)","(0.3656465411186218, 0.6029374599456787, 0.1148909255862236)","(0.36910903453826904, 0.6045479774475098, 0.10710668563842773)","(0.3709028959274292, 0.6510932445526123, -0.027237839996814728)","(0.3383602201938629, 0.6351275444030762, 0.0863884687423706)","(0.3469947874546051, 0.6923173069953918, 0.13357630372047424)","(0.3648412525653839, 0.710168182849884, -0.05298978462815285)","(0.37610045075416565, 0.7122155427932739, -0.07683630287647247)","(0.3701399564743042, 0.7066906690597534, 0.16556020081043243)","(0.33051127195358276, 0.765275239944458, 0.04262763261795044)","(0.35169360041618347, 0.7679601311683655, -0.04282082989811897)","(0.3137921690940857, 0.8380579352378845, 0.051407232880592346)","(0.3814921975135803, 0.8110558390617371, 0.02097155898809433)"
1595.0,"(0.37216684222221375, 0.6233896613121033, 0.12009813636541367)","(0.37080711126327515, 0.6162183880805969, 0.11401739716529846)","(0.37356749176979065, 0.6172218918800354, 0.1054055318236351)","(0.37193119525909424, 0.6608938574790955, -0.01753070205450058)","(0.3450450003147125, 0.6450070142745972, 0.09886586666107178)","(0.34377995133399963, 0.6969574689865112, 0.15507346391677856)","(0.3653266131877899, 0.7163301110267639, -0.05710267648100853)","(0.3838619887828827, 0.7244740128517151, -0.09396194666624069)","(0.3659358024597168, 0.7147566676139832, 0.20053674280643463)","(0.33192235231399536, 0.767884373664856, 0.042337119579315186)","(0.35260453820228577, 0.7734387516975403, -0.0424678772687912)","(0.31222715973854065, 0.8409717679023743, 0.044444918632507324)","(0.38437601923942566, 0.8140592575073242, 0.010717969387769699)"
1596.0,"(0.38003450632095337, 0.6339449286460876, 0.0995161160826683)","(0.37875649333000183, 0.6258814930915833, 0.09639840573072433)","(0.3812807500362396, 0.6273929476737976, 0.08585046231746674)","(0.3748394548892975, 0.6677892804145813, -0.026065129786729813)","(0.35092753171920776, 0.6531498432159424, 0.09123129397630692)","(0.34480682015419006, 0.7039462327957153, 0.1620917171239853)","(0.3667183518409729, 0.723430871963501, -0.08018191903829575)","(0.3886536657810211, 0.7365682721138, -0.11575240641832352)","(0.3648228943347931, 0.7201230525970459, 0.2266349196434021)","(0.3321237862110138, 0.7723743319511414, 0.04266897961497307)","(0.3531513810157776, 0.7788408994674683, -0.042802877724170685)","(0.31418612599372864, 0.8477860689163208, 0.0431068129837513)","(0.3845113217830658, 0.8248697519302368, 0.006470469292253256)"
1597.0,"(0.3862587511539459, 0.644510805606842, 0.06086425110697746)","(0.38508912920951843, 0.6360067129135132, 0.05685426667332649)","(0.38741549849510193, 0.6378570199012756, 0.04596664384007454)","(0.37757790088653564, 0.6757902503013611, -0.06184832379221916)","(0.35586780309677124, 0.6585001349449158, 0.07108236849308014)","(0.3501759171485901, 0.712532103061676, 0.1382179856300354)","(0.37091705203056335, 0.7322596311569214, -0.09675189107656479)","(0.39266344904899597, 0.7428972721099854, -0.11054228246212006)","(0.36645859479904175, 0.7295946478843689, 0.1821122020483017)","(0.33554917573928833, 0.7745882868766785, 0.04527676850557327)","(0.3519228994846344, 0.7797726392745972, -0.045332975685596466)","(0.32141169905662537, 0.8526526689529419, 0.045440249145030975)","(0.382392942905426, 0.834259569644928, -0.023763149976730347)"
1598.0,"(0.39069023728370667, 0.6553232073783875, 0.12986581027507782)","(0.3895152807235718, 0.6465880870819092, 0.12540431320667267)","(0.39216169714927673, 0.6485958695411682, 0.11693982779979706)","(0.3821601867675781, 0.6840943098068237, 0.0007882012869231403)","(0.3596826195716858, 0.6705330610275269, 0.11043938994407654)","(0.34881696105003357, 0.7167509198188782, 0.1577862799167633)","(0.38131967186927795, 0.743408739566803, -0.013459711335599422)","(0.40146663784980774, 0.7481869459152222, 0.004065363667905331)","(0.3640281856060028, 0.7439895868301392, 0.20769919455051422)","(0.33731263875961304, 0.777651846408844, 0.04289235547184944)","(0.3519704043865204, 0.7819191217422485, -0.04290469363331795)","(0.33389732241630554, 0.8582090139389038, 0.015737734735012054)","(0.3768272399902344, 0.8531407713890076, -0.05172461271286011)"
1599.0,"(0.3943473696708679, 0.6642669439315796, 0.12076025456190109)","(0.3933396339416504, 0.6567734479904175, 0.11536417156457901)","(0.3963516056537628, 0.6590122580528259, 0.10671492666006088)","(0.38850218057632446, 0.6973309516906738, -0.007965624332427979)","(0.3639122247695923, 0.6801092028617859, 0.09854976087808609)","(0.34561511874198914, 0.7131922245025635, 0.1452742964029312)","(0.3939831852912903, 0.757063627243042, -0.015474754385650158)","(0.41044387221336365, 0.7472065091133118, 0.017097093164920807)","(0.353523313999176, 0.7482056021690369, 0.18391719460487366)","(0.34140291810035706, 0.7819674611091614, 0.042944248765707016)","(0.3557991087436676, 0.7926267385482788, -0.04297183081507683)","(0.3472391963005066, 0.857437789440155, 0.023326681926846504)","(0.3689219057559967, 0.8692660927772522, -0.053617093712091446)"
1600.0,"(0.39955294132232666, 0.671134352684021, 0.08900273591279984)","(0.3990981876850128, 0.6630136966705322, 0.0805695503950119)","(0.40188780426979065, 0.6649217009544373, 0.07403672486543655)","(0.3945976793766022, 0.7012778520584106, -0.020121818408370018)","(0.3701240122318268, 0.6821807622909546, 0.058670297265052795)","(0.3461648225784302, 0.7087674736976624, 0.07971394807100296)","(0.4055112898349762, 0.7602549195289612, -0.0012534050038084388)","(0.4162065088748932, 0.7477974891662598, 0.08892104774713516)","(0.3520887494087219, 0.7492125034332275, 0.09893444180488586)","(0.34820204973220825, 0.7830009460449219, 0.04303338751196861)","(0.35865047574043274, 0.7933918237686157, -0.04307789355516434)","(0.3595227897167206, 0.8522113561630249, 0.04433487728238106)","(0.3651774227619171, 0.8663473725318909, -0.052779749035835266)"
1601.0,"(0.4136994779109955, 0.6644501686096191, 0.08391425758600235)","(0.4134174585342407, 0.6575016379356384, 0.07469560205936432)","(0.41619664430618286, 0.6600012183189392, 0.06803952902555466)","(0.41213998198509216, 0.7022388577461243, -0.033039581030607224)","(0.3857201635837555, 0.6765777468681335, 0.047873832285404205)","(0.3606884777545929, 0.7021421790122986, 0.07343051582574844)","(0.41871213912963867, 0.7536218166351318, -0.007408043835312128)","(0.43252137303352356, 0.7356177568435669, 0.08418936282396317)","(0.3635132610797882, 0.7422542572021484, 0.08971761912107468)","(0.36555561423301697, 0.7818615436553955, 0.04255976527929306)","(0.3721208870410919, 0.7916231155395508, -0.04263141378760338)","(0.39336368441581726, 0.8392823338508606, 0.03714606538414955)","(0.3595791459083557, 0.8619016408920288, -0.04382304847240448)"
1602.0,"(0.4239684045314789, 0.6659101843833923, 0.08997078984975815)","(0.4240281879901886, 0.6589429378509521, 0.08213570713996887)","(0.42634326219558716, 0.6611296534538269, 0.07465086132287979)","(0.4217836558818817, 0.6977477669715881, -0.0283656045794487)","(0.39365628361701965, 0.6743528246879578, 0.05489497631788254)","(0.3705274760723114, 0.7004284262657166, 0.06984422355890274)","(0.4300810694694519, 0.7496713995933533, 0.0032093350309878588)","(0.4397520422935486, 0.7353978157043457, 0.10205674171447754)","(0.37452536821365356, 0.7409031391143799, 0.08259221166372299)","(0.37702175974845886, 0.7759539484977722, 0.04177599400281906)","(0.3812810480594635, 0.7843046188354492, -0.04187552630901337)","(0.40540453791618347, 0.836316704750061, 0.040906503796577454)","(0.361328125, 0.8549460768699646, -0.057648759335279465)"
1603.0,"(0.4311881959438324, 0.6621888279914856, 0.09696885198354721)","(0.43059787154197693, 0.6557564735412598, 0.08491209894418716)","(0.43306973576545715, 0.6582149863243103, 0.08036358654499054)","(0.4328674376010895, 0.6967682242393494, -0.028872551396489143)","(0.40297195315361023, 0.6742004156112671, 0.05618317425251007)","(0.37980592250823975, 0.7033486366271973, 0.08971862494945526)","(0.4401269555091858, 0.7495745420455933, 0.0052174669690430164)","(0.4449789822101593, 0.7400780916213989, 0.11120050400495529)","(0.38901886343955994, 0.7345733642578125, 0.11672704666852951)","(0.3860851526260376, 0.7718091607093811, 0.04190309718251228)","(0.3920011818408966, 0.782146155834198, -0.04199756681919098)","(0.4141214191913605, 0.8335027098655701, 0.04191206395626068)","(0.3689297139644623, 0.8498791456222534, -0.06533636897802353)"
1604.0,"(0.4368947148323059, 0.6665356755256653, 0.09975545108318329)","(0.436559796333313, 0.6611315011978149, 0.08824079483747482)","(0.43939241766929626, 0.663259744644165, 0.08428437262773514)","(0.44085243344306946, 0.6978873014450073, -0.0288651492446661)","(0.410786509513855, 0.6793394684791565, 0.05918460711836815)","(0.3917723596096039, 0.710234522819519, 0.09561615437269211)","(0.44721555709838867, 0.7498727440834045, -0.011112171225249767)","(0.4598197340965271, 0.7777230143547058, 0.05744602531194687)","(0.40212282538414, 0.7336106896400452, 0.12384259700775146)","(0.395162433385849, 0.772584080696106, 0.041638925671577454)","(0.40598976612091064, 0.7838625907897949, -0.0417507067322731)","(0.41569316387176514, 0.8340067267417908, 0.0435275174677372)","(0.38930171728134155, 0.8482198715209961, -0.06792677938938141)"
1605.0,"(0.4480746388435364, 0.6663766503334045, 0.08579660952091217)","(0.447909951210022, 0.6598466634750366, 0.07667562365531921)","(0.4505824148654938, 0.6619693040847778, 0.07035991549491882)","(0.4479367434978485, 0.6974552869796753, -0.0435238741338253)","(0.42102253437042236, 0.6846914291381836, 0.05508969724178314)","(0.40816575288772583, 0.7213999032974243, 0.08873437345027924)","(0.4461318552494049, 0.7506971955299377, -0.03502213582396507)","(0.4553978741168976, 0.7836678624153137, 0.018075812608003616)","(0.4206582009792328, 0.7488049268722534, 0.11386618763208389)","(0.4052518308162689, 0.7794705629348755, 0.04180217161774635)","(0.415190726518631, 0.7885076999664307, -0.04193146526813507)","(0.41921183466911316, 0.8423774838447571, 0.06041720137000084)","(0.4033947288990021, 0.8510745763778687, -0.05711181089282036)"
1606.0,"(0.46128973364830017, 0.6793584227561951, 0.02657090686261654)","(0.4594265818595886, 0.6705864667892456, 0.031022172421216965)","(0.4599558711051941, 0.6714990139007568, 0.016710998490452766)","(0.449738085269928, 0.6932373046875, -0.06129145994782448)","(0.43948087096214294, 0.6904062032699585, 0.08013418316841125)","(0.4311565160751343, 0.743134081363678, 0.10267332196235657)","(0.4439602792263031, 0.7456986308097839, -0.08047835528850555)","(0.4499111771583557, 0.7797988057136536, -0.06788599491119385)","(0.4395543336868286, 0.7778903245925903, 0.0988064706325531)","(0.41890591382980347, 0.7821534276008606, 0.04520503059029579)","(0.42235010862350464, 0.7845205068588257, -0.04527270793914795)","(0.42272132635116577, 0.8522540926933289, 0.05937837436795235)","(0.42115214467048645, 0.8535950183868408, -0.07702554762363434)"
1607.0,"(0.4664666950702667, 0.6787027716636658, 0.03341882303357124)","(0.4661090075969696, 0.6706299185752869, 0.03959152474999428)","(0.4654896855354309, 0.6708575487136841, 0.02552058733999729)","(0.45232024788856506, 0.6908748745918274, -0.04845426231622696)","(0.4487993121147156, 0.6899927854537964, 0.10214786976575851)","(0.44117704033851624, 0.7376747727394104, 0.12799033522605896)","(0.44314044713974, 0.7273521423339844, -0.09942618012428284)","(0.4449481666088104, 0.7561203837394714, -0.13281826674938202)","(0.45024770498275757, 0.7711493968963623, 0.10976798832416534)","(0.42432647943496704, 0.7816289067268372, 0.04667046293616295)","(0.4287966787815094, 0.7826909422874451, -0.04674164205789566)","(0.4252481460571289, 0.8536702394485474, 0.05884891748428345)","(0.4359423816204071, 0.8506268262863159, -0.06238087639212608)"
1608.0,"(0.47291237115859985, 0.6743792295455933, -0.014477902092039585)","(0.47284749150276184, 0.666414201259613, -0.009142499417066574)","(0.472019761800766, 0.6666172742843628, -0.02323596552014351)","(0.4548492431640625, 0.6914334297180176, -0.07369749993085861)","(0.45772579312324524, 0.6924712657928467, 0.06502221524715424)","(0.4661310315132141, 0.7376962900161743, 0.08718231320381165)","(0.44342711567878723, 0.7272592186927795, -0.09899388253688812)","(0.451953262090683, 0.7510445713996887, -0.09845323115587234)","(0.48802122473716736, 0.7673643231391907, 0.057635657489299774)","(0.42713937163352966, 0.7791460752487183, 0.04624442756175995)","(0.43355047702789307, 0.7818331718444824, -0.04617476463317871)","(0.4209660291671753, 0.8496394753456116, 0.051962677389383316)","(0.4516157805919647, 0.8457752466201782, -0.04062442108988762)"
1609.0,"(0.4794279932975769, 0.6740162968635559, -0.013770489022135735)","(0.4777342677116394, 0.666260302066803, -0.007495241705328226)","(0.4768325388431549, 0.6638443470001221, -0.020869772881269455)","(0.4581402540206909, 0.6903243660926819, -0.06734377890825272)","(0.4649426341056824, 0.6885799765586853, 0.06504058092832565)","(0.4739416539669037, 0.729767382144928, 0.09628434479236603)","(0.4446515738964081, 0.7208732962608337, -0.11347530782222748)","(0.45860961079597473, 0.7446398735046387, -0.14224429428577423)","(0.4880223572254181, 0.7618734240531921, 0.09407268464565277)","(0.4314594268798828, 0.7782620787620544, 0.04380270466208458)","(0.43824324011802673, 0.7795575261116028, -0.04380171746015549)","(0.4164508283138275, 0.8492252230644226, 0.04495232552289963)","(0.4655808210372925, 0.8237687945365906, -0.025891343131661415)"
1610.0,"(0.48463353514671326, 0.6595290899276733, -0.014255969785153866)","(0.4835711717605591, 0.6522083282470703, -0.007353315129876137)","(0.48257455229759216, 0.6506243348121643, -0.01851578988134861)","(0.466311514377594, 0.6796702146530151, -0.05879465118050575)","(0.4641929566860199, 0.6860058903694153, 0.07006409764289856)","(0.4576864242553711, 0.7265529036521912, 0.0963846892118454)","(0.45456594228744507, 0.7163472771644592, -0.09218215942382812)","(0.46925053000450134, 0.7360234260559082, -0.09616051614284515)","(0.4762243628501892, 0.756199836730957, 0.07848159968852997)","(0.4353768229484558, 0.7660903334617615, 0.04094720259308815)","(0.4444008469581604, 0.7704329490661621, -0.04097383841872215)","(0.4148722290992737, 0.830730140209198, 0.030807076022028923)","(0.4720478653907776, 0.8088141679763794, -0.0337328277528286)"
1611.0,"(0.48501405119895935, 0.6514576077461243, -0.006383085623383522)","(0.4842304587364197, 0.64425128698349, -0.001779403304681182)","(0.48371630907058716, 0.6433508992195129, -0.014405269175767899)","(0.4662694036960602, 0.6658563017845154, -0.06323514133691788)","(0.4614008963108063, 0.6708967089653015, 0.06378498673439026)","(0.4483524560928345, 0.7094317674636841, 0.09094439446926117)","(0.4509807527065277, 0.7036316394805908, -0.08138851076364517)","(0.4664108157157898, 0.7242258787155151, -0.09451767057180405)","(0.45722323656082153, 0.7301390767097473, 0.06481052935123444)","(0.4347890317440033, 0.75388503074646, 0.03774324804544449)","(0.444985032081604, 0.7581290602684021, -0.03774801269173622)","(0.4152313470840454, 0.8147093057632446, 0.0276498906314373)","(0.4705255329608917, 0.8005679249763489, -0.0014792318688705564)"
1612.0,"(0.4833669364452362, 0.6436991095542908, -0.019185123965144157)","(0.4824867248535156, 0.6366328597068787, -0.014476663433015347)","(0.4819541275501251, 0.6362214088439941, -0.027759432792663574)","(0.46266502141952515, 0.6610679626464844, -0.07583196461200714)","(0.46043962240219116, 0.6612531542778015, 0.05212052911520004)","(0.44261980056762695, 0.6980345845222473, 0.06886667758226395)","(0.44692376255989075, 0.7007789015769958, -0.07905341684818268)","(0.4625658094882965, 0.7190463542938232, -0.041362665593624115)","(0.44996705651283264, 0.719540536403656, 0.035700779408216476)","(0.435129851102829, 0.7464957237243652, 0.03787630796432495)","(0.43742600083351135, 0.7471358776092529, -0.03784302622079849)","(0.41289022564888, 0.8028205633163452, 0.013709037564694881)","(0.4627076983451843, 0.7952021956443787, -0.0013302762527018785)"
