frame_num,nose,left_eye,right_eye,right_shoulder,left_shoulder,left_elbow,right_elbow,right_wrist,left_wrist,left_hip,right_hip,left_knee,right_knee
982.0,"(0.4866386950016022, 0.36035025119781494, -0.027885403484106064)","(0.484681099653244, 0.3516623377799988, -0.021011987701058388)","(0.4846470057964325, 0.3519302010536194, -0.03817779943346977)","(0.4679451882839203, 0.3933008015155792, -0.09298540651798248)","(0.4703742563724518, 0.3854086995124817, 0.05683806166052818)","(0.4848388731479645, 0.3954780101776123, 0.13162118196487427)","(0.4607340693473816, 0.45760753750801086, -0.13936246931552887)","(0.46575289964675903, 0.5551887154579163, -0.1538432091474533)","(0.5095071196556091, 0.3994840979576111, 0.18502061069011688)","(0.46879568696022034, 0.5029202699661255, 0.04620813950896263)","(0.4663185477256775, 0.5072558522224426, -0.04633614048361778)","(0.47563034296035767, 0.5879297256469727, 0.020789075642824173)","(0.4716973304748535, 0.5891509056091309, -0.07659599930047989)"
983.0,"(0.48741868138313293, 0.35815176367759705, -0.02992311492562294)","(0.48486822843551636, 0.349291056394577, -0.023215480148792267)","(0.4862615466117859, 0.34959450364112854, -0.04049278050661087)","(0.47318825125694275, 0.39558523893356323, -0.09528659284114838)","(0.4709416329860687, 0.3828253149986267, 0.056844763457775116)","(0.4856191575527191, 0.3959157168865204, 0.13036485016345978)","(0.4663068354129791, 0.46331700682640076, -0.12789879739284515)","(0.4728471636772156, 0.5351012349128723, -0.12684473395347595)","(0.5106292963027954, 0.3984878957271576, 0.16162408888339996)","(0.4692023992538452, 0.5098522901535034, 0.04675767570734024)","(0.47114285826683044, 0.5109049677848816, -0.04690411314368248)","(0.48455390334129333, 0.5951784253120422, 0.028715310618281364)","(0.47703292965888977, 0.588882327079773, -0.040182389318943024)"
984.0,"(0.4932643473148346, 0.355501651763916, -0.0293198861181736)","(0.4907803535461426, 0.3460104763507843, -0.022461535409092903)","(0.4916761815547943, 0.34629708528518677, -0.04080795496702194)","(0.47593310475349426, 0.39415442943573, -0.1009633019566536)","(0.4739904999732971, 0.38195982575416565, 0.06784669309854507)","(0.48565587401390076, 0.3984518051147461, 0.16310682892799377)","(0.4712764620780945, 0.4601512849330902, -0.1316446214914322)","(0.48396408557891846, 0.5258982181549072, -0.1345852166414261)","(0.5109125375747681, 0.39935845136642456, 0.21776318550109863)","(0.4768773019313812, 0.5162030458450317, 0.050060976296663284)","(0.47417524456977844, 0.5176059007644653, -0.05018885061144829)","(0.49465087056159973, 0.5960285067558289, 0.02777240425348282)","(0.4775582253932953, 0.6020893454551697, -0.0574440136551857)"
985.0,"(0.49641498923301697, 0.3568076193332672, -0.030288049951195717)","(0.4943043291568756, 0.34722545742988586, -0.023231567814946175)","(0.49489861726760864, 0.34736353158950806, -0.0415504090487957)","(0.47825688123703003, 0.3914496600627899, -0.10349517315626144)","(0.4783065617084503, 0.3848247826099396, 0.07417450100183487)","(0.4863576889038086, 0.40390506386756897, 0.17023545503616333)","(0.47461554408073425, 0.4585203230381012, -0.132710799574852)","(0.4920169711112976, 0.5192404985427856, -0.13477759063243866)","(0.510290801525116, 0.4007352292537689, 0.22685173153877258)","(0.48010125756263733, 0.5179011225700378, 0.05106670781970024)","(0.47607895731925964, 0.5173372030258179, -0.05114880949258804)","(0.49390915036201477, 0.5922906398773193, 0.0166720412671566)","(0.4865042567253113, 0.5961183905601501, -0.05816930904984474)"
986.0,"(0.4962235987186432, 0.35898256301879883, -0.011304073967039585)","(0.4943581819534302, 0.3501957952976227, -0.003087594173848629)","(0.49511009454727173, 0.3505963981151581, -0.02039337530732155)","(0.48171424865722656, 0.394851416349411, -0.08653511852025986)","(0.4782930910587311, 0.3881697356700897, 0.0856391116976738)","(0.4868054986000061, 0.400350958108902, 0.17381587624549866)","(0.4789692461490631, 0.4584357440471649, -0.11813588440418243)","(0.5002070069313049, 0.5139240026473999, -0.11421189457178116)","(0.5074743032455444, 0.400269091129303, 0.22575941681861877)","(0.4790211021900177, 0.5161439180374146, 0.050970278680324554)","(0.4796939194202423, 0.5143535137176514, -0.051045291125774384)","(0.48284003138542175, 0.597895085811615, 0.008434310555458069)","(0.5012940168380737, 0.5832061767578125, -0.05275094881653786)"
987.0,"(0.49781110882759094, 0.3649764657020569, -0.016633277758955956)","(0.49619969725608826, 0.3562990128993988, -0.003992330748587847)","(0.49672839045524597, 0.3566434383392334, -0.021782847121357918)","(0.4833453595638275, 0.4009874761104584, -0.09085623174905777)","(0.47813335061073303, 0.3935883939266205, 0.07690730690956116)","(0.4870569407939911, 0.4202926456928253, 0.1652599424123764)","(0.48566871881484985, 0.4658137559890747, -0.1196252629160881)","(0.5087103247642517, 0.5183926820755005, -0.1131112203001976)","(0.5065616369247437, 0.4056169390678406, 0.22394593060016632)","(0.47874557971954346, 0.5172887444496155, 0.050285521894693375)","(0.47854846715927124, 0.5183005332946777, -0.050352778285741806)","(0.49200209975242615, 0.591232180595398, 0.001534422393888235)","(0.4953625500202179, 0.5897887349128723, -0.05987149849534035)"
988.0,"(0.4990062415599823, 0.37938880920410156, 0.007047242019325495)","(0.4972490966320038, 0.3722662031650543, 0.0124390609562397)","(0.49825936555862427, 0.3725088834762573, -0.00420518359169364)","(0.48808106780052185, 0.41677358746528625, -0.08664382249116898)","(0.4780098497867584, 0.4118027687072754, 0.08676193654537201)","(0.4872012734413147, 0.4491695463657379, 0.17273041605949402)","(0.4915638864040375, 0.4827743470668793, -0.10712949186563492)","(0.5166898369789124, 0.5259260535240173, -0.08612802624702454)","(0.5044275522232056, 0.4197929799556732, 0.24425341188907623)","(0.4783678352832794, 0.5343410968780518, 0.050970904529094696)","(0.4796343445777893, 0.5354503393173218, -0.05103292688727379)","(0.5058295130729675, 0.5994796752929688, 0.0054838028736412525)","(0.4913403391838074, 0.6122511029243469, -0.041348136961460114)"
989.0,"(0.5011942386627197, 0.4020840525627136, 0.023358695209026337)","(0.49948564171791077, 0.39430370926856995, 0.028401808813214302)","(0.500572144985199, 0.39455297589302063, 0.011730209924280643)","(0.4908898174762726, 0.43647316098213196, -0.07715319097042084)","(0.4779279828071594, 0.43244263529777527, 0.09591422975063324)","(0.48706600069999695, 0.4648078978061676, 0.17999882996082306)","(0.49545517563819885, 0.5007942318916321, -0.09396801888942719)","(0.5228130221366882, 0.535121738910675, -0.06211599335074425)","(0.502461850643158, 0.43912750482559204, 0.2469053566455841)","(0.4785124957561493, 0.5591400265693665, 0.05287878215312958)","(0.4815482199192047, 0.5520807504653931, -0.05298744514584541)","(0.5042012333869934, 0.6232943534851074, -0.00082424096763134)","(0.4904647171497345, 0.6243380308151245, -0.03966206684708595)"
990.0,"(0.5031184554100037, 0.4223712086677551, 0.04131503030657768)","(0.5014722347259521, 0.41438668966293335, 0.04326699301600456)","(0.5028054118156433, 0.41487303376197815, 0.02922424115240574)","(0.49423882365226746, 0.4585026204586029, -0.06411707401275635)","(0.47782307863235474, 0.4526006579399109, 0.092613585293293)","(0.4793134331703186, 0.4868858754634857, 0.17849460244178772)","(0.5016663074493408, 0.5221655368804932, -0.07740761339664459)","(0.5299801230430603, 0.5545578598976135, -0.050393640995025635)","(0.4977303147315979, 0.4636799097061157, 0.2519229054450989)","(0.4784151613712311, 0.578147292137146, 0.0527326837182045)","(0.486754834651947, 0.5731954574584961, -0.052811577916145325)","(0.4942598044872284, 0.6586827635765076, 0.007950839586555958)","(0.506022572517395, 0.6422815918922424, -0.02956080064177513)"
991.0,"(0.5056710839271545, 0.43801349401474, 0.03786979243159294)","(0.5037267804145813, 0.4296301305294037, 0.04167922958731651)","(0.5053707361221313, 0.4300341010093689, 0.026434188708662987)","(0.4967242479324341, 0.4726096987724304, -0.06297876685857773)","(0.47963348031044006, 0.46875542402267456, 0.09766851365566254)","(0.4877011179924011, 0.5001159310340881, 0.18074491620063782)","(0.5042899250984192, 0.5374568700790405, -0.0726206824183464)","(0.5330666899681091, 0.5672024488449097, -0.036239638924598694)","(0.5003196001052856, 0.47915881872177124, 0.2503766417503357)","(0.4853399395942688, 0.592771053314209, 0.052710868418216705)","(0.4897737205028534, 0.5852803587913513, -0.05281474441289902)","(0.5099447965621948, 0.6619799137115479, 0.009179702959954739)","(0.48146671056747437, 0.6600582003593445, -0.036447685211896896)"
992.0,"(0.508094847202301, 0.4457055628299713, 0.026459550485014915)","(0.5063726305961609, 0.4376048445701599, 0.030346687883138657)","(0.5079633593559265, 0.43801000714302063, 0.014972005039453506)","(0.4990660548210144, 0.4797322452068329, -0.06912505626678467)","(0.48215624690055847, 0.47589540481567383, 0.0924786850810051)","(0.49323976039886475, 0.5162785053253174, 0.17867101728916168)","(0.5057136416435242, 0.5441603064537048, -0.0772220641374588)","(0.5324901938438416, 0.5745154619216919, -0.04288064315915108)","(0.506517231464386, 0.4920092523097992, 0.23919092118740082)","(0.4897508919239044, 0.592217743396759, 0.05148838087916374)","(0.49144116044044495, 0.5955947637557983, -0.05157700926065445)","(0.5112581849098206, 0.665412425994873, 0.00430665398016572)","(0.4830511212348938, 0.6769983768463135, -0.03610287606716156)"
993.0,"(0.5117674469947815, 0.44933268427848816, 0.020061489194631577)","(0.5099745392799377, 0.44078168272972107, 0.024919211864471436)","(0.5112255811691284, 0.441275030374527, 0.009181058965623379)","(0.5011900067329407, 0.48327454924583435, -0.07154803723096848)","(0.4848572909832001, 0.476578027009964, 0.08807571977376938)","(0.4964004158973694, 0.5220656394958496, 0.15732413530349731)","(0.5042667984962463, 0.547727108001709, -0.08735504001379013)","(0.5299168229103088, 0.5806685090065002, -0.06247551739215851)","(0.5093525052070618, 0.49721047282218933, 0.21283505856990814)","(0.490501344203949, 0.5936887264251709, 0.0479113943874836)","(0.4949060082435608, 0.5968222618103027, -0.047992829233407974)","(0.5042818188667297, 0.6799104809761047, -0.0010310420766472816)","(0.5046634078025818, 0.6772706508636475, -0.040621522814035416)"
994.0,"(0.5144089460372925, 0.4492175281047821, 0.01618003286421299)","(0.5123522877693176, 0.440858393907547, 0.021125489845871925)","(0.5136018991470337, 0.4415324628353119, 0.005131519865244627)","(0.5025532245635986, 0.4872555136680603, -0.07368575781583786)","(0.4864273965358734, 0.48059770464897156, 0.08101489394903183)","(0.49700626730918884, 0.5268094539642334, 0.14825037121772766)","(0.503673791885376, 0.5519406199455261, -0.08958017081022263)","(0.5283334255218506, 0.5882565975189209, -0.07359013706445694)","(0.5112645030021667, 0.5039210915565491, 0.19806744158267975)","(0.48881053924560547, 0.5984222292900085, 0.04634789377450943)","(0.49790260195732117, 0.5983836650848389, -0.04645140469074249)","(0.4932493567466736, 0.6802045106887817, 0.011013226583600044)","(0.5074308514595032, 0.68093341588974, -0.03703892603516579)"
995.0,"(0.5162991285324097, 0.4519789218902588, -0.014904052019119263)","(0.5143443942070007, 0.4437723159790039, -0.007231836207211018)","(0.5152207016944885, 0.44429081678390503, -0.023883044719696045)","(0.5017468333244324, 0.4910772740840912, -0.08806078881025314)","(0.4893416464328766, 0.4830750524997711, 0.0737166777253151)","(0.49897685647010803, 0.5255556106567383, 0.14413410425186157)","(0.5015647411346436, 0.5571271777153015, -0.11234042048454285)","(0.5257035493850708, 0.5975328683853149, -0.10175525397062302)","(0.5146300196647644, 0.5073285102844238, 0.18622101843357086)","(0.4899534583091736, 0.601118266582489, 0.046882979571819305)","(0.4960636794567108, 0.6053235530853271, -0.046983618289232254)","(0.4924381971359253, 0.6882504224777222, 0.02696756087243557)","(0.5057838559150696, 0.6934100389480591, -0.03651558235287666)"
996.0,"(0.5182654857635498, 0.45589473843574524, -0.022670123726129532)","(0.5161424279212952, 0.44737768173217773, -0.014618213288486004)","(0.5167929530143738, 0.4479033350944519, -0.0320812352001667)","(0.5026970505714417, 0.4976675510406494, -0.09418801218271255)","(0.4922162890434265, 0.4884782135486603, 0.07388530671596527)","(0.5007661581039429, 0.5316575169563293, 0.14615413546562195)","(0.5002269148826599, 0.5660867691040039, -0.11948554962873459)","(0.5236061215400696, 0.6073529720306396, -0.10965163260698318)","(0.5170909762382507, 0.5127154588699341, 0.18397049605846405)","(0.4916861653327942, 0.606585681438446, 0.04801277071237564)","(0.49774259328842163, 0.6115065217018127, -0.04811525344848633)","(0.49436861276626587, 0.6903093457221985, 0.03314574435353279)","(0.5105829834938049, 0.6996350884437561, -0.040170617401599884)"
997.0,"(0.5189946889877319, 0.4586915671825409, -0.033670347183942795)","(0.5172587633132935, 0.44972842931747437, -0.02650761790573597)","(0.5177773833274841, 0.45015862584114075, -0.04405687004327774)","(0.5016470551490784, 0.4976229667663574, -0.10494367778301239)","(0.4961027204990387, 0.4874710142612457, 0.06031247600913048)","(0.5015569925308228, 0.5232070088386536, 0.14827661216259003)","(0.4994910955429077, 0.566295862197876, -0.13719980418682098)","(0.5181611776351929, 0.6157983541488647, -0.14229106903076172)","(0.5207802653312683, 0.5159448981285095, 0.19614072144031525)","(0.4934394061565399, 0.6041153073310852, 0.04736458882689476)","(0.4964057207107544, 0.608170211315155, -0.047484781593084335)","(0.5007631778717041, 0.678385317325592, 0.02890714816749096)","(0.5117308497428894, 0.6936481595039368, -0.04582307115197182)"
998.0,"(0.5210106372833252, 0.4589794874191284, -0.038835976272821426)","(0.519216775894165, 0.4498421251773834, -0.03164251521229744)","(0.519404947757721, 0.4502493739128113, -0.05012429878115654)","(0.5004388093948364, 0.498147577047348, -0.11171164363622665)","(0.49875250458717346, 0.48764434456825256, 0.06411834806203842)","(0.5028814077377319, 0.5222151875495911, 0.15284472703933716)","(0.49868330359458923, 0.5683871507644653, -0.13892851769924164)","(0.5129555463790894, 0.6255467534065247, -0.1389748752117157)","(0.5240857005119324, 0.5171471834182739, 0.19771820306777954)","(0.4970453381538391, 0.608080267906189, 0.051008787006139755)","(0.4962719678878784, 0.6109380722045898, -0.05111135169863701)","(0.5033226013183594, 0.6884252429008484, 0.026140229776501656)","(0.5178587436676025, 0.6921476721763611, -0.06413332372903824)"
999.0,"(0.520117461681366, 0.45952799916267395, -0.026008538901805878)","(0.5182341933250427, 0.4511618912220001, -0.019046397879719734)","(0.5186859369277954, 0.4513567090034485, -0.0365673191845417)","(0.49984070658683777, 0.4974921941757202, -0.10144954174757004)","(0.4997638165950775, 0.4888138473033905, 0.06678546220064163)","(0.5043031573295593, 0.5250259637832642, 0.15310530364513397)","(0.49530330300331116, 0.5644093751907349, -0.1276470571756363)","(0.5048844814300537, 0.6243265867233276, -0.12951652705669403)","(0.5273257493972778, 0.5170542597770691, 0.19693078100681305)","(0.49789759516716003, 0.6129336357116699, 0.050703007727861404)","(0.4964122176170349, 0.6136471033096313, -0.05078689754009247)","(0.5006268620491028, 0.691957414150238, 0.025050707161426544)","(0.522011935710907, 0.6911898255348206, -0.05781363695859909)"
1000.0,"(0.5189194083213806, 0.4626387357711792, -0.02122592367231846)","(0.517069399356842, 0.4545024633407593, -0.014742803759872913)","(0.5176254510879517, 0.4546453356742859, -0.03226539492607117)","(0.4994726777076721, 0.49921971559524536, -0.09193719923496246)","(0.5004222393035889, 0.49121496081352234, 0.0681367889046669)","(0.5062375664710999, 0.5246992111206055, 0.1530284881591797)","(0.4927050769329071, 0.5656789541244507, -0.12409190088510513)","(0.49727433919906616, 0.6280568838119507, -0.12075807899236679)","(0.5304543972015381, 0.51873379945755, 0.1956426352262497)","(0.4988950490951538, 0.6170174479484558, 0.04844770208001137)","(0.49665024876594543, 0.6178440451622009, -0.04851662367582321)","(0.5008772015571594, 0.6965081691741943, 0.024125995114445686)","(0.5186501145362854, 0.6873779892921448, -0.055253561586141586)"
1001.0,"(0.5203112959861755, 0.4680481255054474, -0.04987705871462822)","(0.5181978940963745, 0.4601505696773529, -0.04494843631982803)","(0.5188665390014648, 0.4599755108356476, -0.062110114842653275)","(0.4992493689060211, 0.5122101306915283, -0.12306013703346252)","(0.5015966296195984, 0.498594731092453, 0.030971616506576538)","(0.5046772360801697, 0.5282984375953674, 0.10580544173717499)","(0.49205806851387024, 0.5716058015823364, -0.16388840973377228)","(0.48850005865097046, 0.713831901550293, -0.16808870434761047)","(0.5330808162689209, 0.5212118029594421, 0.1425677090883255)","(0.5013392567634583, 0.6099600791931152, 0.04437675327062607)","(0.49622079730033875, 0.6129680275917053, -0.04457111284136772)","(0.519191563129425, 0.6855202317237854, 0.004455310758203268)","(0.4975426495075226, 0.6936019062995911, -0.05950610712170601)"
1002.0,"(0.5201705098152161, 0.4675446152687073, -0.03316684812307358)","(0.5181639790534973, 0.4597727954387665, -0.0278613343834877)","(0.5187900066375732, 0.4596036672592163, -0.045171067118644714)","(0.4992288649082184, 0.5099320411682129, -0.10958202183246613)","(0.5011497139930725, 0.49651122093200684, 0.045679572969675064)","(0.5054337382316589, 0.5238474011421204, 0.11962404102087021)","(0.4924466907978058, 0.5721535086631775, -0.14064283668994904)","(0.49059465527534485, 0.6683568954467773, -0.13731949031352997)","(0.5352165699005127, 0.5186278820037842, 0.1584329456090927)","(0.5024303793907166, 0.6112594604492188, 0.043481968343257904)","(0.4959026873111725, 0.6157655715942383, -0.04365312680602074)","(0.5222154259681702, 0.68607097864151, 0.003850734094157815)","(0.49386462569236755, 0.7028688192367554, -0.06579037010669708)"
1003.0,"(0.519842803478241, 0.4630618095397949, -0.028602702543139458)","(0.517944872379303, 0.45489153265953064, -0.0225258506834507)","(0.518342137336731, 0.4549438953399658, -0.0399392805993557)","(0.49913081526756287, 0.5042346715927124, -0.09310145676136017)","(0.5029603242874146, 0.4923204779624939, 0.054113421589136124)","(0.5115185976028442, 0.5156918168067932, 0.12377045303583145)","(0.48788395524024963, 0.5631484389305115, -0.10824168473482132)","(0.4793701469898224, 0.6516631245613098, -0.10701440274715424)","(0.536000669002533, 0.5153440237045288, 0.1419478952884674)","(0.5033124089241028, 0.6097366213798523, 0.043812382966279984)","(0.49596109986305237, 0.612623929977417, -0.04396456480026245)","(0.5183764696121216, 0.6842330694198608, 0.003602247219532728)","(0.4929734170436859, 0.6970294117927551, -0.07534212619066238)"
1004.0,"(0.5186712145805359, 0.450778603553772, -0.019851742312312126)","(0.5168876647949219, 0.4423193633556366, -0.014804377220571041)","(0.517097532749176, 0.44247326254844666, -0.03149085119366646)","(0.4980298578739166, 0.4868007004261017, -0.08764469623565674)","(0.5012640357017517, 0.47883617877960205, 0.05032471939921379)","(0.510447084903717, 0.5039407014846802, 0.11451637744903564)","(0.48562103509902954, 0.5579063296318054, -0.10683432966470718)","(0.48296254873275757, 0.6403579711914062, -0.10244766622781754)","(0.5341067910194397, 0.4993767738342285, 0.13635285198688507)","(0.5014294385910034, 0.5906429886817932, 0.042789261788129807)","(0.49373483657836914, 0.5970025658607483, -0.04291018471121788)","(0.514437735080719, 0.6653493046760559, -0.0023050426971167326)","(0.5006700158119202, 0.658264696598053, -0.07576847076416016)"
1005.0,"(0.5096521377563477, 0.43013641238212585, -0.009874642826616764)","(0.5077811479568481, 0.4224049746990204, -0.004211763851344585)","(0.5083202123641968, 0.422453373670578, -0.02075289748609066)","(0.48873379826545715, 0.46683040261268616, -0.08172286301851273)","(0.4906083941459656, 0.45895031094551086, 0.05933816358447075)","(0.4950421154499054, 0.4985921084880829, 0.12346947938203812)","(0.47719138860702515, 0.5237438082695007, -0.10506723076105118)","(0.4745440185070038, 0.5942236185073853, -0.10069279372692108)","(0.5199667811393738, 0.48582181334495544, 0.14882022142410278)","(0.4939073920249939, 0.5735001564025879, 0.04151035472750664)","(0.4867563545703888, 0.5741479396820068, -0.04160793498158455)","(0.508748471736908, 0.6358504295349121, -0.01584118790924549)","(0.4891563057899475, 0.6382335424423218, -0.06025541201233864)"
1006.0,"(0.4991815984249115, 0.4121893346309662, -0.041157349944114685)","(0.49777138233184814, 0.4049859344959259, -0.035265929996967316)","(0.4981744587421417, 0.4050956666469574, -0.050804562866687775)","(0.47903552651405334, 0.44634681940078735, -0.09432514756917953)","(0.4842081665992737, 0.44092217087745667, 0.040090929716825485)","(0.4856627583503723, 0.4830490052700043, 0.09632829576730728)","(0.46852877736091614, 0.5131879448890686, -0.12486473470926285)","(0.4685311019420624, 0.5816890001296997, -0.13591323792934418)","(0.507557213306427, 0.47119882702827454, 0.10596596449613571)","(0.4828215539455414, 0.549006462097168, 0.0379539392888546)","(0.47544699907302856, 0.5511125922203064, -0.03801475092768669)","(0.49357786774635315, 0.611890971660614, -0.03812594339251518)","(0.4812089204788208, 0.6091794371604919, -0.0777035504579544)"
1007.0,"(0.49138450622558594, 0.4051002264022827, -0.040397465229034424)","(0.49000969529151917, 0.3976883292198181, -0.036372363567352295)","(0.4903157949447632, 0.39786791801452637, -0.050753287971019745)","(0.46828368306159973, 0.4445590078830719, -0.09663788974285126)","(0.4739600718021393, 0.4303034543991089, 0.029020804911851883)","(0.47476863861083984, 0.46918100118637085, 0.07751938700675964)","(0.46361926198005676, 0.5064061284065247, -0.12192212045192719)","(0.46700483560562134, 0.5882552862167358, -0.12684209644794464)","(0.497530460357666, 0.46389544010162354, 0.08447844535112381)","(0.4714799225330353, 0.5394634008407593, 0.036710597574710846)","(0.4656665027141571, 0.5425050258636475, -0.036788858473300934)","(0.47768518328666687, 0.6075599193572998, -0.019739236682653427)","(0.4736556112766266, 0.5978776812553406, -0.07752396166324615)"
1008.0,"(0.4829276204109192, 0.39730486273765564, -0.039621882140636444)","(0.4813495874404907, 0.3891132175922394, -0.03593568503856659)","(0.48175665736198425, 0.3893083333969116, -0.04989545792341232)","(0.4623367488384247, 0.44088611006736755, -0.10702846944332123)","(0.4634484052658081, 0.42581894993782043, 0.025932181626558304)","(0.4651133120059967, 0.4659024178981781, 0.07062024623155594)","(0.457416832447052, 0.5067516565322876, -0.13682298362255096)","(0.4646569490432739, 0.6147843599319458, -0.14154364168643951)","(0.48851680755615234, 0.4652307331562042, 0.08248651027679443)","(0.4598712623119354, 0.534251868724823, 0.03477024659514427)","(0.4563541114330292, 0.5356497168540955, -0.03486086428165436)","(0.46409526467323303, 0.600733757019043, -0.013131250627338886)","(0.47023117542266846, 0.5903013944625854, -0.08112001419067383)"
1009.0,"(0.4722672402858734, 0.38936924934387207, -0.029349157586693764)","(0.4705105721950531, 0.3799981474876404, -0.03181009739637375)","(0.47150322794914246, 0.3807838559150696, -0.04182043299078941)","(0.46255961060523987, 0.4391863942146301, -0.10551490634679794)","(0.44941389560699463, 0.41740936040878296, 0.02117217145860195)","(0.45221880078315735, 0.4514182209968567, 0.08208736032247543)","(0.45468300580978394, 0.516523003578186, -0.14789676666259766)","(0.46425285935401917, 0.5956885814666748, -0.15786339342594147)","(0.4782382547855377, 0.44968852400779724, 0.11554200947284698)","(0.44875580072402954, 0.5308859348297119, 0.029837096109986305)","(0.4545278549194336, 0.5394131541252136, -0.029888469725847244)","(0.45312362909317017, 0.5920727252960205, 0.01964247040450573)","(0.45426836609840393, 0.6143117547035217, -0.027317246422171593)"
1010.0,"(0.4631344676017761, 0.37584447860717773, -0.026953428983688354)","(0.4614706337451935, 0.3665662407875061, -0.030591633170843124)","(0.4623383581638336, 0.3671332895755768, -0.04071827977895737)","(0.45231273770332336, 0.4152035117149353, -0.10369984060525894)","(0.436851441860199, 0.4063720405101776, 0.025133712217211723)","(0.44285011291503906, 0.4453355669975281, 0.09837545454502106)","(0.44840162992477417, 0.4866925776004791, -0.12247622013092041)","(0.4596503973007202, 0.5491355061531067, -0.12295503169298172)","(0.46638166904449463, 0.44152557849884033, 0.13746120035648346)","(0.44346392154693604, 0.5261682868003845, 0.04115092009305954)","(0.4453279674053192, 0.5318384170532227, -0.041206084191799164)","(0.45929452776908875, 0.5833353996276855, 0.06195731461048126)","(0.45304495096206665, 0.619616687297821, -0.04958660155534744)"
1011.0,"(0.45061904191970825, 0.3662959039211273, -0.012012824416160583)","(0.4484674632549286, 0.35704314708709717, -0.010222178883850574)","(0.4493504762649536, 0.35776403546333313, -0.023820536211133003)","(0.4393790662288666, 0.4038832187652588, -0.09170415252447128)","(0.42181599140167236, 0.39569970965385437, 0.03693699091672897)","(0.4301040768623352, 0.4393123984336853, 0.09946329891681671)","(0.4369773268699646, 0.47174781560897827, -0.11245518177747726)","(0.4516369104385376, 0.530005693435669, -0.11553189903497696)","(0.4504561722278595, 0.43114346265792847, 0.14327473938465118)","(0.42649269104003906, 0.511687695980072, 0.03994474560022354)","(0.43388831615448, 0.5161409378051758, -0.03998624533414841)","(0.438161164522171, 0.5701800584793091, 0.03931482136249542)","(0.443934828042984, 0.5984563827514648, -0.04960104450583458)"
1012.0,"(0.4360218346118927, 0.36346670985221863, 0.031213348731398582)","(0.43413227796554565, 0.3544851243495941, 0.030432887375354767)","(0.4354429244995117, 0.35522541403770447, 0.018464693799614906)","(0.42715710401535034, 0.4045371115207672, -0.06370510905981064)","(0.40983620285987854, 0.39198043942451477, 0.051076147705316544)","(0.4156526029109955, 0.43559530377388, 0.09764791280031204)","(0.42700621485710144, 0.46378323435783386, -0.07388559728860855)","(0.4454076588153839, 0.5158966779708862, -0.06563849747180939)","(0.43777191638946533, 0.4259427487850189, 0.11936365067958832)","(0.411954402923584, 0.5057112574577332, 0.037564750760793686)","(0.42121124267578125, 0.5091150999069214, -0.037617918103933334)","(0.4214833974838257, 0.558501660823822, 0.019437871873378754)","(0.4352280795574188, 0.5920936465263367, -0.04995381459593773)"
1013.0,"(0.4291370213031769, 0.36275383830070496, 0.002580361207947135)","(0.4275428056716919, 0.35437846183776855, 0.005254281684756279)","(0.42818450927734375, 0.35487034916877747, -0.008917059749364853)","(0.4155115783214569, 0.40182697772979736, -0.07788585126399994)","(0.404323935508728, 0.3918394446372986, 0.05832885205745697)","(0.41032665967941284, 0.43890634179115295, 0.11439968645572662)","(0.4209974408149719, 0.46196454763412476, -0.09506414830684662)","(0.44471853971481323, 0.5127238631248474, -0.08577446639537811)","(0.4295942187309265, 0.4241923987865448, 0.14805160462856293)","(0.40774378180503845, 0.5098013877868652, 0.037727613002061844)","(0.41320905089378357, 0.5124642252922058, -0.0377817340195179)","(0.42140695452690125, 0.5768935680389404, 0.012588457204401493)","(0.42248860001564026, 0.5990241169929504, -0.029160894453525543)"
1014.0,"(0.42234423756599426, 0.3643827736377716, 0.009199165739119053)","(0.4206254184246063, 0.35606294870376587, 0.009938656352460384)","(0.42161908745765686, 0.356333464384079, -0.002619544742628932)","(0.4110884964466095, 0.40335842967033386, -0.07418444752693176)","(0.39514094591140747, 0.3947887420654297, 0.0547364242374897)","(0.39911094307899475, 0.4415965676307678, 0.11839631199836731)","(0.4174347221851349, 0.46262073516845703, -0.08020655810832977)","(0.4453972578048706, 0.5030367374420166, -0.05932015925645828)","(0.4185291826725006, 0.4252397418022156, 0.17396609485149384)","(0.3996883034706116, 0.5191017985343933, 0.037089355289936066)","(0.4089905023574829, 0.5171549320220947, -0.03713056072592735)","(0.4120434820652008, 0.5841931700706482, 0.007348306942731142)","(0.4215904176235199, 0.6013654470443726, -0.025023678317666054)"
1015.0,"(0.41808080673217773, 0.36463427543640137, 0.027880936861038208)","(0.4161302447319031, 0.3556687831878662, 0.029247455298900604)","(0.41734856367111206, 0.35615992546081543, 0.016756750643253326)","(0.40706828236579895, 0.4059458374977112, -0.05893009528517723)","(0.38863545656204224, 0.39746373891830444, 0.06366709619760513)","(0.39118143916130066, 0.44532620906829834, 0.12967036664485931)","(0.4157058894634247, 0.4642363488674164, -0.08081956952810287)","(0.44587695598602295, 0.4960106611251831, -0.08118938654661179)","(0.4124963879585266, 0.42692500352859497, 0.19353026151657104)","(0.3924201428890228, 0.5236222743988037, 0.03694882243871689)","(0.4054069519042969, 0.521743893623352, -0.036990854889154434)","(0.3867504298686981, 0.5903213024139404, 0.010493030771613121)","(0.422681599855423, 0.6011719107627869, -0.037151504307985306)"
